Month,Longitude,Latitude,Outcome type
6/1/2015,-0.370262,51.464484,Offender given a drugs possession warning
6/1/2015,-0.36637,51.468674,Offender given penalty notice
6/1/2015,-0.36637,51.468674,Suspect charged
6/1/2015,-0.419348,51.450067,Suspect charged
6/1/2015,-0.412894,51.460213,Investigation complete; no suspect identified
6/1/2015,-0.363383,51.467643,Suspect charged
6/1/2015,-0.302514,51.485032,Suspect charged
6/1/2015,-0.366881,51.470075,Suspect charged
6/1/2015,-0.360136,51.469855,Investigation complete; no suspect identified
6/1/2015,0.107467,51.522985,Investigation complete; no suspect identified
6/1/2015,0.107467,51.522985,Investigation complete; no suspect identified
6/1/2015,-0.360975,51.47135,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.377452,51.435907,Investigation complete; no suspect identified
6/1/2015,-0.374978,51.481266,Investigation complete; no suspect identified
6/1/2015,-0.364338,51.469113,Suspect charged
6/1/2015,-0.326562,51.474911,Investigation complete; no suspect identified
6/1/2015,-0.434885,51.489787,Investigation complete; no suspect identified
6/1/2015,-0.302565,51.490239,Investigation complete; no suspect identified
6/1/2015,-0.308169,51.492164,Investigation complete; no suspect identified
6/1/2015,-0.300415,51.484921,Investigation complete; no suspect identified
6/1/2015,-0.299438,51.488342,Investigation complete; no suspect identified
6/1/2015,-0.293192,51.489753,Investigation complete; no suspect identified
6/1/2015,-0.38825,51.439356,Investigation complete; no suspect identified
6/1/2015,-0.32494,51.496002,Investigation complete; no suspect identified
6/1/2015,-0.32494,51.496002,Investigation complete; no suspect identified
6/1/2015,-0.273665,51.488073,Investigation complete; no suspect identified
6/1/2015,-0.445392,51.481987,Investigation complete; no suspect identified
6/1/2015,-0.445392,51.481987,Investigation complete; no suspect identified
6/1/2015,-0.445392,51.481987,Investigation complete; no suspect identified
6/1/2015,-0.377609,51.4749,Investigation complete; no suspect identified
6/1/2015,-0.298673,51.486838,Investigation complete; no suspect identified
6/1/2015,-0.283328,51.491209,Investigation complete; no suspect identified
6/1/2015,-0.415097,51.45312,Offender given a drugs possession warning
6/1/2015,-0.435549,51.449744,Investigation complete; no suspect identified
6/1/2015,-0.422408,51.43768,Investigation complete; no suspect identified
6/1/2015,-0.422408,51.43768,Investigation complete; no suspect identified
6/1/2015,-0.402865,51.473286,Investigation complete; no suspect identified
6/1/2015,-0.402865,51.473286,Investigation complete; no suspect identified
6/1/2015,-0.40816,51.450644,Investigation complete; no suspect identified
6/1/2015,-0.035541,51.675741,Suspect charged
6/1/2015,-0.026339,51.650183,Investigation complete; no suspect identified
6/1/2015,-0.058916,51.623578,Investigation complete; no suspect identified
6/1/2015,-0.056702,51.650716,Investigation complete; no suspect identified
6/1/2015,-0.065236,51.614249,Investigation complete; no suspect identified
6/1/2015,-0.065236,51.614249,Investigation complete; no suspect identified
6/1/2015,-0.058909,51.65961,Investigation complete; no suspect identified
6/1/2015,-0.047364,51.648017,Investigation complete; no suspect identified
6/1/2015,-0.057538,51.62405,Investigation complete; no suspect identified
6/1/2015,-0.061024,51.610744,Investigation complete; no suspect identified
6/1/2015,-0.037628,51.650525,Investigation complete; no suspect identified
6/1/2015,-0.037883,51.60813,Investigation complete; no suspect identified
6/1/2015,-0.09456,51.664888,Offender given a caution
6/1/2015,-0.030892,51.660538,Suspect charged
6/1/2015,-0.045903,51.638631,Investigation complete; no suspect identified
6/1/2015,-0.061722,51.643515,Investigation complete; no suspect identified
6/1/2015,-0.139112,51.617224,Investigation complete; no suspect identified
6/1/2015,-0.141221,51.617572,Suspect charged
6/1/2015,-0.048347,51.672906,Suspect charged
6/1/2015,-0.072207,51.629723,Investigation complete; no suspect identified
6/1/2015,-0.041026,51.671975,Investigation complete; no suspect identified
6/1/2015,0.152095,51.545232,Investigation complete; no suspect identified
6/1/2015,0.152095,51.545232,Investigation complete; no suspect identified
6/1/2015,0.160896,51.527345,Investigation complete; no suspect identified
6/1/2015,0.137045,51.533385,Suspect charged
6/1/2015,,,Offender given a drugs possession warning
6/1/2015,,,Offender given a drugs possession warning
6/1/2015,0.084145,51.541333,Offender given penalty notice
6/1/2015,,,Offender given a caution
6/1/2015,0.084145,51.541333,Offender given a drugs possession warning
6/1/2015,0.145556,51.567789,Investigation complete; no suspect identified
6/1/2015,0.130217,51.551746,Offender given a drugs possession warning
6/1/2015,0.149869,51.557053,Investigation complete; no suspect identified
6/1/2015,0.155422,51.555513,Investigation complete; no suspect identified
6/1/2015,0.155422,51.555513,Investigation complete; no suspect identified
6/1/2015,0.155422,51.555513,Investigation complete; no suspect identified
6/1/2015,0.086233,51.529281,Investigation complete; no suspect identified
6/1/2015,0.135866,51.587336,Suspect charged
6/1/2015,-0.073568,51.546403,Investigation complete; no suspect identified
6/1/2015,0.128574,51.558269,Investigation complete; no suspect identified
6/1/2015,0.147178,51.535448,Investigation complete; no suspect identified
6/1/2015,0.147178,51.535448,Investigation complete; no suspect identified
6/1/2015,0.147178,51.535448,Investigation complete; no suspect identified
6/1/2015,0.084145,51.541333,Investigation complete; no suspect identified
6/1/2015,0.115265,51.525137,Investigation complete; no suspect identified
6/1/2015,0.16546,51.54057,Investigation complete; no suspect identified
6/1/2015,0.129192,51.565938,Investigation complete; no suspect identified
6/1/2015,0.070764,51.536309,Investigation complete; no suspect identified
6/1/2015,0.071603,51.541762,Investigation complete; no suspect identified
6/1/2015,0.070764,51.536309,Investigation complete; no suspect identified
6/1/2015,0.070764,51.536309,Investigation complete; no suspect identified
6/1/2015,0.070764,51.536309,Investigation complete; no suspect identified
6/1/2015,0.070764,51.536309,Investigation complete; no suspect identified
6/1/2015,0.076951,51.536326,Offender given a caution
6/1/2015,0.142061,51.529975,Investigation complete; no suspect identified
6/1/2015,0.142061,51.529975,Investigation complete; no suspect identified
6/1/2015,0.142061,51.529975,Investigation complete; no suspect identified
6/1/2015,0.142061,51.529975,Investigation complete; no suspect identified
6/1/2015,0.156822,51.55582,Investigation complete; no suspect identified
6/1/2015,0.080059,51.53744,Investigation complete; no suspect identified
6/1/2015,0.144001,51.539652,Investigation complete; no suspect identified
6/1/2015,0.135551,51.569545,Investigation complete; no suspect identified
6/1/2015,0.118179,51.549725,Investigation complete; no suspect identified
6/1/2015,0.142061,51.529975,Investigation complete; no suspect identified
6/1/2015,0.124584,51.553449,Investigation complete; no suspect identified
6/1/2015,0.084033,51.537306,Investigation complete; no suspect identified
6/1/2015,0.093201,51.542907,Investigation complete; no suspect identified
6/1/2015,0.148434,51.559364,Investigation complete; no suspect identified
6/1/2015,0.142061,51.529975,Investigation complete; no suspect identified
6/1/2015,0.161622,51.539616,Suspect charged
6/1/2015,0.137045,51.533385,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,0.126013,51.560276,Local resolution
6/1/2015,0.139493,51.55852,Investigation complete; no suspect identified
6/1/2015,0.107035,51.532974,Investigation complete; no suspect identified
6/1/2015,0.133334,51.566573,Investigation complete; no suspect identified
6/1/2015,0.105877,51.525064,Suspect charged
6/1/2015,0.155216,51.545354,Investigation complete; no suspect identified
6/1/2015,0.117492,51.552013,Investigation complete; no suspect identified
6/1/2015,0.147896,51.531712,Investigation complete; no suspect identified
6/1/2015,0.113572,51.541184,Suspect charged
6/1/2015,0.160491,51.530059,Investigation complete; no suspect identified
6/1/2015,0.000373,51.579841,Investigation complete; no suspect identified
6/1/2015,-0.026261,51.569393,Investigation complete; no suspect identified
6/1/2015,0.000285,51.55612,Investigation complete; no suspect identified
6/1/2015,0.030795,51.599498,Investigation complete; no suspect identified
6/1/2015,-0.005359,51.590658,Offender given penalty notice
6/1/2015,-0.035541,51.596481,Investigation complete; no suspect identified
6/1/2015,-0.007049,51.591622,Offender given a caution
6/1/2015,-0.014688,51.565772,Offender given a drugs possession warning
6/1/2015,-0.007049,51.591622,Suspect charged
6/1/2015,-0.022363,51.603346,Offender given penalty notice
6/1/2015,-0.024397,51.584109,Suspect charged
6/1/2015,-0.031519,51.568267,Investigation complete; no suspect identified
6/1/2015,-0.030209,51.575871,Investigation complete; no suspect identified
6/1/2015,-0.01849,51.583173,Investigation complete; no suspect identified
6/1/2015,-0.01849,51.583173,Investigation complete; no suspect identified
6/1/2015,-0.004203,51.585413,Investigation complete; no suspect identified
6/1/2015,-0.027949,51.589403,Investigation complete; no suspect identified
6/1/2015,-0.027949,51.589403,Investigation complete; no suspect identified
6/1/2015,-0.000507,51.577212,Investigation complete; no suspect identified
6/1/2015,-0.019479,51.590987,Investigation complete; no suspect identified
6/1/2015,-0.021685,51.615618,Investigation complete; no suspect identified
6/1/2015,-0.000247,51.586749,Investigation complete; no suspect identified
6/1/2015,0.008532,51.569441,Investigation complete; no suspect identified
6/1/2015,-0.009334,51.580321,Investigation complete; no suspect identified
6/1/2015,-0.009334,51.580321,Investigation complete; no suspect identified
6/1/2015,-0.031803,51.583406,Investigation complete; no suspect identified
6/1/2015,-0.01715,51.619921,Investigation complete; no suspect identified
6/1/2015,-0.007049,51.591622,Investigation complete; no suspect identified
6/1/2015,-0.004975,51.587234,Investigation complete; no suspect identified
6/1/2015,0.006995,51.558469,Investigation complete; no suspect identified
6/1/2015,-0.038488,51.573321,Offender given a drugs possession warning
6/1/2015,0.006165,51.553367,Investigation complete; no suspect identified
6/1/2015,-0.010445,51.582309,Investigation complete; no suspect identified
6/1/2015,-0.036793,51.577483,Investigation complete; no suspect identified
6/1/2015,0.005184,51.585829,Investigation complete; no suspect identified
6/1/2015,-0.021676,51.574639,Investigation complete; no suspect identified
6/1/2015,-0.021676,51.574639,Investigation complete; no suspect identified
6/1/2015,-0.007049,51.591622,Investigation complete; no suspect identified
6/1/2015,0.010631,51.572867,Suspect charged
6/1/2015,-0.026696,51.577682,Investigation complete; no suspect identified
6/1/2015,-0.035541,51.596481,Investigation complete; no suspect identified
6/1/2015,-0.031519,51.568267,Investigation complete; no suspect identified
6/1/2015,-0.029877,51.576216,Investigation complete; no suspect identified
6/1/2015,-0.010167,51.597592,Investigation complete; no suspect identified
6/1/2015,-0.030964,51.613167,Investigation complete; no suspect identified
6/1/2015,-0.036244,51.58286,Suspect charged
6/1/2015,-0.026119,51.574013,Investigation complete; no suspect identified
6/1/2015,0.006204,51.619803,Investigation complete; no suspect identified
6/1/2015,-0.035541,51.596481,Investigation complete; no suspect identified
6/1/2015,-0.007936,51.570369,Investigation complete; no suspect identified
6/1/2015,-0.007936,51.570369,Investigation complete; no suspect identified
6/1/2015,-0.007936,51.570369,Investigation complete; no suspect identified
6/1/2015,-0.029745,51.587275,Investigation complete; no suspect identified
6/1/2015,-0.017795,51.56765,Suspect charged
6/1/2015,-0.014807,51.625601,Investigation complete; no suspect identified
6/1/2015,-0.033955,51.58739,Investigation complete; no suspect identified
6/1/2015,0.064638,51.560257,Investigation complete; no suspect identified
6/1/2015,0.064638,51.560257,Investigation complete; no suspect identified
6/1/2015,0.064638,51.560257,Investigation complete; no suspect identified
6/1/2015,0.064638,51.560257,Investigation complete; no suspect identified
